# k =   0.000000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.88938776E+00  -8.51937870E+00   3.70009064E-01
# Error est. for CH(vbm) CH(cbm) diff =   6.51645509E-01   5.84781699E-01  -6.68638096E-02
#    Nb          CH(vbm)          CH(cbm)             diff
     20  -7.39534534E+00  -6.79525446E+00   6.00090884E-01
     21  -7.43394580E+00  -6.83383729E+00   6.00108511E-01
     22  -7.47180429E+00  -6.86984642E+00   6.01957870E-01
     23  -7.50475814E+00  -6.90243136E+00   6.02326786E-01
     24  -7.53004397E+00  -6.93136310E+00   5.98680871E-01
     25  -7.56348479E+00  -6.95851520E+00   6.04969581E-01
     26  -7.59180934E+00  -6.98386616E+00   6.07943185E-01
     27  -7.61565515E+00  -7.00826904E+00   6.07386116E-01
     28  -7.63425924E+00  -7.02931018E+00   6.04949055E-01
     29  -7.65356330E+00  -7.04729062E+00   6.06272677E-01
     30  -7.67130190E+00  -7.06592400E+00   6.05377904E-01
     31  -7.68679297E+00  -7.08131336E+00   6.05479613E-01
     32  -7.70051182E+00  -7.09642201E+00   6.04089809E-01
     33  -7.71606555E+00  -7.11085216E+00   6.05213393E-01
     34  -7.73409684E+00  -7.12670306E+00   6.07393774E-01
# k =   0.500000   0.500000   0.250000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33917426E+00  -7.82420924E+00   5.14965026E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.18616662E-01   5.14294776E-01  -4.32188603E-03
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.37354921E-01  -6.57045179E-01   2.80309742E-01
      2  -1.83597719E+00  -1.26108596E+00   5.74891235E-01
      3  -2.83126544E+00  -1.97158272E+00   8.59682719E-01
      4  -5.15002891E+00  -2.26595796E+00   2.88407095E+00
      5  -5.39399058E+00  -4.21690816E+00   1.17708242E+00
      6  -5.72220964E+00  -4.90187542E+00   8.20334220E-01
      7  -6.03604154E+00  -5.21179165E+00   8.24249886E-01
      8  -6.29478983E+00  -5.61257591E+00   6.82213926E-01
      9  -6.49942651E+00  -5.80221462E+00   6.97211891E-01
     10  -6.67652518E+00  -6.02653639E+00   6.49988784E-01
     11  -6.79499241E+00  -6.18915357E+00   6.05838835E-01
     12  -6.91546303E+00  -6.33112312E+00   5.84339916E-01
     13  -7.00128864E+00  -6.45962520E+00   5.41663442E-01
     14  -7.08288804E+00  -6.56365479E+00   5.19233253E-01
     15  -7.15729381E+00  -6.64802184E+00   5.09271978E-01
     16  -7.23182907E+00  -6.71716118E+00   5.14667897E-01
     17  -7.29953558E+00  -6.77963964E+00   5.19895939E-01
     18  -7.35969832E+00  -6.84497217E+00   5.14726150E-01
     19  -7.41548527E+00  -6.89989512E+00   5.15590155E-01
     20  -7.46312773E+00  -6.94971347E+00   5.13414266E-01
     21  -7.50338532E+00  -6.99171702E+00   5.11668291E-01
     22  -7.54359317E+00  -7.03087367E+00   5.12719504E-01
     23  -7.57740971E+00  -7.06571675E+00   5.11692956E-01
     24  -7.60423551E+00  -7.09779245E+00   5.06443060E-01
     25  -7.64055253E+00  -7.12748772E+00   5.13064801E-01
     26  -7.67077394E+00  -7.15451389E+00   5.16260044E-01
     27  -7.69648569E+00  -7.18217032E+00   5.14315373E-01
     28  -7.71549491E+00  -7.20415936E+00   5.11335546E-01
     29  -7.73670735E+00  -7.22417224E+00   5.12535117E-01
     30  -7.75413314E+00  -7.24393782E+00   5.10195324E-01
     31  -7.77036889E+00  -7.26014400E+00   5.10224893E-01
     32  -7.78494552E+00  -7.27725240E+00   5.07693121E-01
     33  -7.80114483E+00  -7.29228618E+00   5.08858657E-01
     34  -7.82055760E+00  -7.30991446E+00   5.10643140E-01
# k =   0.500000   0.500000   0.500000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.64294615E+00  -8.54936905E+00   9.35771058E-02
# Error est. for CH(vbm) CH(cbm) diff =   5.77484793E-01   5.61732929E-01  -1.57518644E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.67510498E-01  -9.26437671E-01  -5.89271729E-02
      2  -1.81287987E+00  -1.84445394E+00  -3.15740695E-02
      3  -3.42656756E+00  -2.41887662E+00   1.00769094E+00
      4  -5.24604684E+00  -2.69881560E+00   2.54723124E+00
      5  -5.44855475E+00  -4.82929518E+00   6.19259565E-01
      6  -5.76394798E+00  -5.07846615E+00   6.85481827E-01
      7  -6.11812026E+00  -5.77928455E+00   3.38835709E-01
      8  -6.40508054E+00  -6.18988050E+00   2.15200041E-01
      9  -6.60479097E+00  -6.40469460E+00   2.00096361E-01
     10  -6.79995191E+00  -6.54143774E+00   2.58514172E-01
     11  -6.93167849E+00  -6.70714359E+00   2.24534905E-01
     12  -7.07640240E+00  -6.86743246E+00   2.08969946E-01
     13  -7.16456821E+00  -7.02293898E+00   1.41629229E-01
     14  -7.24696353E+00  -7.13445195E+00   1.12511586E-01
     15  -7.32332591E+00  -7.22162534E+00   1.01700569E-01
     16  -7.41022312E+00  -7.31317596E+00   9.70471567E-02
     17  -7.48811748E+00  -7.37858439E+00   1.09533088E-01
     18  -7.55242277E+00  -7.45828138E+00   9.41413916E-02
     19  -7.61500310E+00  -7.52969613E+00   8.53069700E-02
     20  -7.66788870E+00  -7.57405276E+00   9.38359480E-02
     21  -7.70762191E+00  -7.62481226E+00   8.28096521E-02
     22  -7.75380614E+00  -7.67046744E+00   8.33387003E-02
     23  -7.79429180E+00  -7.71185527E+00   8.24365230E-02
     24  -7.82155036E+00  -7.74854289E+00   7.30074741E-02
     25  -7.86646694E+00  -7.78752151E+00   7.89454360E-02
     26  -7.89951204E+00  -7.81415088E+00   8.53611548E-02
     27  -7.92822760E+00  -7.84182718E+00   8.64004249E-02
     28  -7.94867196E+00  -7.86785369E+00   8.08182718E-02
     29  -7.97249984E+00  -7.89091581E+00   8.15840258E-02
     30  -7.99230640E+00  -7.91084072E+00   8.14656757E-02
     31  -8.00957573E+00  -7.93327487E+00   7.63008675E-02
     32  -8.02485781E+00  -7.95187055E+00   7.29872559E-02
     33  -8.04369221E+00  -7.97036612E+00   7.33260851E-02
     34  -8.06546136E+00  -7.98763612E+00   7.78252414E-02
# k =   0.500000   0.500000   0.750000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33704014E+00  -7.82132456E+00   5.15715578E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.16554833E-01   5.10861537E-01  -5.69329586E-03
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.41404915E-01  -6.65569637E-01   2.75835278E-01
      2  -1.83643314E+00  -1.26155655E+00   5.74876594E-01
      3  -2.84045184E+00  -1.96582415E+00   8.74627697E-01
      4  -5.14908585E+00  -2.26658343E+00   2.88250241E+00
      5  -5.39465405E+00  -4.23396268E+00   1.16069137E+00
      6  -5.71923402E+00  -4.89901066E+00   8.20223360E-01
      7  -6.03903550E+00  -5.21622314E+00   8.22812366E-01
      8  -6.29493345E+00  -5.61288697E+00   6.82046479E-01
      9  -6.49623916E+00  -5.80183206E+00   6.94407099E-01
     10  -6.67654395E+00  -6.02700547E+00   6.49538470E-01
     11  -6.79350232E+00  -6.19126261E+00   6.02239708E-01
     12  -6.91510444E+00  -6.33279626E+00   5.82308184E-01
     13  -7.00221186E+00  -6.46414739E+00   5.38064464E-01
     14  -7.08279991E+00  -6.56419793E+00   5.18601981E-01
     15  -7.15546007E+00  -6.64685946E+00   5.08600607E-01
     16  -7.23153981E+00  -6.71844716E+00   5.13092644E-01
     17  -7.29959785E+00  -6.77992788E+00   5.19669965E-01
     18  -7.35950708E+00  -6.84545345E+00   5.14053628E-01
     19  -7.41514904E+00  -6.90092406E+00   5.14224979E-01
     20  -7.46300992E+00  -6.95029938E+00   5.12710537E-01
     21  -7.50364384E+00  -6.99240121E+00   5.11242636E-01
     22  -7.54347587E+00  -7.03141173E+00   5.12064136E-01
     23  -7.57754947E+00  -7.06641551E+00   5.11133963E-01
     24  -7.60420302E+00  -7.09840945E+00   5.05793562E-01
     25  -7.64035978E+00  -7.12799175E+00   5.12368026E-01
     26  -7.67069433E+00  -7.15500137E+00   5.15692956E-01
     27  -7.69628051E+00  -7.18253054E+00   5.13749964E-01
     28  -7.71537017E+00  -7.20484558E+00   5.10524587E-01
     29  -7.73651032E+00  -7.22463693E+00   5.11873397E-01
     30  -7.75397033E+00  -7.24458266E+00   5.09387664E-01
     31  -7.77049613E+00  -7.26102481E+00   5.09471318E-01
     32  -7.78487486E+00  -7.27784605E+00   5.07028812E-01
     33  -7.80103386E+00  -7.29297415E+00   5.08059717E-01
     34  -7.82048531E+00  -7.31046303E+00   5.10022282E-01
# k =   0.500000   0.750000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33916858E+00  -7.82119672E+00   5.17971862E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.13375098E-01   5.05456891E-01  -7.91820771E-03
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.88238094E-01  -6.89152847E-01   1.99085247E-01
      2  -1.81346114E+00  -1.26404006E+00   5.49421082E-01
      3  -2.73366235E+00  -1.85691311E+00   8.76749234E-01
      4  -5.15385096E+00  -2.27021917E+00   2.88363179E+00
      5  -5.43985910E+00  -4.27286364E+00   1.16699546E+00
      6  -5.72073535E+00  -4.90738022E+00   8.13355126E-01
      7  -6.05974733E+00  -5.27860487E+00   7.81142460E-01
      8  -6.29973718E+00  -5.61703471E+00   6.82702475E-01
      9  -6.49858624E+00  -5.80970389E+00   6.88882351E-01
     10  -6.68116138E+00  -6.03151437E+00   6.49647019E-01
     11  -6.80332004E+00  -6.19382784E+00   6.09492196E-01
     12  -6.91791937E+00  -6.34095489E+00   5.76964481E-01
     13  -7.00587765E+00  -6.47771521E+00   5.28162444E-01
     14  -7.08796499E+00  -6.56917162E+00   5.18793373E-01
     15  -7.16251953E+00  -6.65563798E+00   5.06881550E-01
     16  -7.23687790E+00  -6.72291226E+00   5.13965633E-01
     17  -7.30981905E+00  -6.79180865E+00   5.18010400E-01
     18  -7.36491888E+00  -6.85076859E+00   5.14150288E-01
     19  -7.41980456E+00  -6.90190610E+00   5.17898455E-01
     20  -7.46838545E+00  -6.95563916E+00   5.12746297E-01
     21  -7.50817447E+00  -6.99663412E+00   5.11540343E-01
     22  -7.54799673E+00  -7.03661584E+00   5.11380890E-01
     23  -7.58347934E+00  -7.07256046E+00   5.10918884E-01
     24  -7.61022021E+00  -7.10404371E+00   5.06176497E-01
     25  -7.64630810E+00  -7.13299213E+00   5.13315966E-01
     26  -7.67599331E+00  -7.16038472E+00   5.15608585E-01
     27  -7.70119360E+00  -7.18787622E+00   5.13317384E-01
     28  -7.72047554E+00  -7.21015725E+00   5.10318290E-01
     29  -7.73990789E+00  -7.22955183E+00   5.10356060E-01
     30  -7.75939760E+00  -7.24987297E+00   5.09524630E-01
     31  -7.77611202E+00  -7.26682465E+00   5.09287376E-01
     32  -7.79016511E+00  -7.28308005E+00   5.07085059E-01
     33  -7.80704754E+00  -7.29877401E+00   5.08273528E-01
     34  -7.82579349E+00  -7.31573983E+00   5.10053654E-01
# k =   0.500000   0.750000   0.250000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -7.76536005E+00  -8.19947752E+00  -4.34117471E-01
# Error est. for CH(vbm) CH(cbm) diff =   4.17692812E-01   6.28863970E-01   2.11171158E-01
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.88843373E-01  -5.14176679E-01   4.74666694E-01
      2  -1.80728696E+00  -1.03244689E+00   7.74840070E-01
      3  -3.48120369E+00  -1.56623081E+00   1.91497288E+00
      4  -4.88481608E+00  -2.27129550E+00   2.61352058E+00
      5  -5.34905232E+00  -3.46852602E+00   1.88052630E+00
      6  -5.64765990E+00  -4.69146705E+00   9.56192851E-01
      7  -5.88895269E+00  -5.00153624E+00   8.87416453E-01
      8  -6.08571665E+00  -5.38121876E+00   7.04497894E-01
      9  -6.23920687E+00  -5.66240767E+00   5.76799202E-01
     10  -6.39282810E+00  -6.00378564E+00   3.89042463E-01
     11  -6.49751619E+00  -6.20205652E+00   2.95459665E-01
     12  -6.59524958E+00  -6.36044847E+00   2.34801111E-01
     13  -6.67981783E+00  -6.50507952E+00   1.74738307E-01
     14  -6.74828652E+00  -6.61964613E+00   1.28640384E-01
     15  -6.80696788E+00  -6.71894073E+00   8.80271440E-02
     16  -6.86830905E+00  -6.82619101E+00   4.21180417E-02
     17  -6.92479771E+00  -6.91995471E+00   4.84300256E-03
     18  -6.97395350E+00  -6.98788841E+00  -1.39349176E-02
     19  -7.02046236E+00  -7.05803428E+00  -3.75719213E-02
     20  -7.05892420E+00  -7.12066051E+00  -6.17363065E-02
     21  -7.09054090E+00  -7.16916426E+00  -7.86233604E-02
     22  -7.12340069E+00  -7.22080796E+00  -9.74072653E-02
     23  -7.15154159E+00  -7.26547988E+00  -1.13938285E-01
     24  -7.17448581E+00  -7.30143055E+00  -1.26944746E-01
     25  -7.20088066E+00  -7.34487177E+00  -1.43991107E-01
     26  -7.22422057E+00  -7.38277748E+00  -1.58556919E-01
     27  -7.24577382E+00  -7.41433806E+00  -1.68564234E-01
     28  -7.26231990E+00  -7.43957928E+00  -1.77259385E-01
     29  -7.27837897E+00  -7.46567662E+00  -1.87297649E-01
     30  -7.29402068E+00  -7.48682724E+00  -1.92806555E-01
     31  -7.30724535E+00  -7.50975575E+00  -2.02510395E-01
     32  -7.31928536E+00  -7.52784249E+00  -2.08557132E-01
     33  -7.33244486E+00  -7.54784975E+00  -2.15404893E-01
     34  -7.34766724E+00  -7.57061355E+00  -2.22946314E-01
# k =   0.500000   0.750000   0.500000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33965950E+00  -7.80560033E+00   5.34059167E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.19088600E-01   4.96385050E-01  -2.27035505E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.36948545E-01  -6.71018355E-01   2.65930190E-01
      2  -1.81878447E+00  -1.26343290E+00   5.55351571E-01
      3  -2.92285465E+00  -1.91170946E+00   1.01114519E+00
      4  -5.14902507E+00  -2.26647627E+00   2.88254879E+00
      5  -5.40520203E+00  -4.29339313E+00   1.11180890E+00
      6  -5.76148071E+00  -4.79666099E+00   9.64819717E-01
      7  -6.05770677E+00  -5.24340190E+00   8.14304865E-01
      8  -6.29481186E+00  -5.61297988E+00   6.81831977E-01
      9  -6.48478665E+00  -5.85767488E+00   6.27111768E-01
     10  -6.67665684E+00  -6.02681452E+00   6.49842320E-01
     11  -6.79448709E+00  -6.19110386E+00   6.03383224E-01
     12  -6.91633453E+00  -6.31902789E+00   5.97306636E-01
     13  -7.00643715E+00  -6.46737552E+00   5.39061632E-01
     14  -7.08261208E+00  -6.56406704E+00   5.18545035E-01
     15  -7.15110480E+00  -6.63977123E+00   5.11333566E-01
     16  -7.23088315E+00  -6.71306970E+00   5.17813450E-01
     17  -7.30179024E+00  -6.78113360E+00   5.20656640E-01
     18  -7.35935734E+00  -6.84532997E+00   5.14027366E-01
     19  -7.41358758E+00  -6.90555641E+00   5.08031164E-01
     20  -7.46286370E+00  -6.95017641E+00   5.12687282E-01
     21  -7.50083314E+00  -6.99220692E+00   5.08626221E-01
     22  -7.54156766E+00  -7.03171233E+00   5.09855337E-01
     23  -7.57723697E+00  -7.06622773E+00   5.11009237E-01
     24  -7.60493870E+00  -7.09853453E+00   5.06404167E-01
     25  -7.64089547E+00  -7.12875303E+00   5.12142439E-01
     26  -7.66973635E+00  -7.15535619E+00   5.14380159E-01
     27  -7.69590582E+00  -7.18240296E+00   5.13502855E-01
     28  -7.71529249E+00  -7.20497538E+00   5.10317110E-01
     29  -7.73556266E+00  -7.22435055E+00   5.11212109E-01
     30  -7.75398297E+00  -7.24217747E+00   5.11805499E-01
     31  -7.77033652E+00  -7.26117802E+00   5.09158499E-01
     32  -7.78478859E+00  -7.27776708E+00   5.07021512E-01
     33  -7.80102617E+00  -7.29302972E+00   5.07996447E-01
     34  -7.82057090E+00  -7.30921528E+00   5.11355616E-01
# k =   0.500000   0.750000   0.750000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.56321159E+00  -8.15997102E+00   4.03240563E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.63234156E-01   5.41557222E-01  -2.16769331E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.59506560E-01  -7.22426604E-01   1.37079956E-01
      2  -1.79399738E+00  -1.33752121E+00   4.56476164E-01
      3  -2.89117408E+00  -1.98833550E+00   9.02838576E-01
      4  -5.17306613E+00  -2.37416884E+00   2.79889729E+00
      5  -5.41971509E+00  -4.30185405E+00   1.11786104E+00
      6  -5.74490307E+00  -4.71957247E+00   1.02533060E+00
      7  -6.08291360E+00  -5.35754508E+00   7.25368527E-01
      8  -6.36161640E+00  -5.74259214E+00   6.19024259E-01
      9  -6.54334416E+00  -5.99797919E+00   5.45364970E-01
     10  -6.75094314E+00  -6.18706884E+00   5.63874296E-01
     11  -6.89466486E+00  -6.37927251E+00   5.15392349E-01
     12  -7.02036463E+00  -6.51403361E+00   5.06331024E-01
     13  -7.11172176E+00  -6.67483902E+00   4.36882746E-01
     14  -7.19778393E+00  -6.78988210E+00   4.07901828E-01
     15  -7.27598449E+00  -6.88226973E+00   3.93714762E-01
     16  -7.35938052E+00  -6.95949886E+00   3.99881664E-01
     17  -7.43520409E+00  -7.03435000E+00   4.00854087E-01
     18  -7.49723051E+00  -7.10315124E+00   3.94079266E-01
     19  -7.55425925E+00  -7.17307921E+00   3.81180041E-01
     20  -7.61195645E+00  -7.22242094E+00   3.89535509E-01
     21  -7.65183356E+00  -7.26883722E+00   3.82996338E-01
     22  -7.69544293E+00  -7.31375364E+00   3.81689287E-01
     23  -7.73545456E+00  -7.35161595E+00   3.83838611E-01
     24  -7.76320661E+00  -7.38625272E+00   3.76953892E-01
     25  -7.80539602E+00  -7.41937722E+00   3.86018803E-01
     26  -7.83648351E+00  -7.44843558E+00   3.88047925E-01
     27  -7.86538068E+00  -7.47804088E+00   3.87339803E-01
     28  -7.88486711E+00  -7.50392826E+00   3.80938855E-01
     29  -7.90686149E+00  -7.52492339E+00   3.81938095E-01
     30  -7.92814157E+00  -7.54578462E+00   3.82356946E-01
     31  -7.94547090E+00  -7.56600504E+00   3.79465862E-01
     32  -7.96050281E+00  -7.58423593E+00   3.76266875E-01
     33  -7.97900199E+00  -7.60108764E+00   3.77914352E-01
     34  -7.99997743E+00  -7.61841380E+00   3.81563629E-01
# k =   0.750000   0.000000   0.000000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.68950568E+00  -8.59398610E+00   9.55195752E-02
# Error est. for CH(vbm) CH(cbm) diff =   5.99861365E-01   5.66528530E-01  -3.33328342E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.10971345E-01  -9.04108308E-01  -9.31369631E-02
      2  -1.87015416E+00  -1.83413580E+00   3.60183587E-02
      3  -3.52931698E+00  -2.32821651E+00   1.20110047E+00
      4  -5.18534367E+00  -2.68527578E+00   2.50006789E+00
      5  -5.40052467E+00  -4.67901778E+00   7.21506891E-01
      6  -5.70481654E+00  -5.05316423E+00   6.51652315E-01
      7  -6.06256857E+00  -5.65598579E+00   4.06582779E-01
      8  -6.34634658E+00  -6.14069785E+00   2.05648733E-01
      9  -6.56969335E+00  -6.39302984E+00   1.76663518E-01
     10  -6.77254898E+00  -6.53787001E+00   2.34678973E-01
     11  -6.91803769E+00  -6.72792590E+00   1.90111793E-01
     12  -7.06968313E+00  -6.89868572E+00   1.70997408E-01
     13  -7.16152378E+00  -7.03778715E+00   1.23736628E-01
     14  -7.24860521E+00  -7.15806741E+00   9.05377963E-02
     15  -7.32716453E+00  -7.24683331E+00   8.03312132E-02
     16  -7.41878883E+00  -7.33919324E+00   7.95955881E-02
     17  -7.49819064E+00  -7.40487749E+00   9.33131473E-02
     18  -7.56214683E+00  -7.48450395E+00   7.76428731E-02
     19  -7.62318290E+00  -7.54815612E+00   7.50267777E-02
     20  -7.68046207E+00  -7.60313833E+00   7.73237432E-02
     21  -7.72260083E+00  -7.65515778E+00   6.74430478E-02
     22  -7.77047495E+00  -7.70321820E+00   6.72567494E-02
     23  -7.81068883E+00  -7.74654405E+00   6.41447781E-02
     24  -7.84196466E+00  -7.78219287E+00   5.97717836E-02
     25  -7.88549868E+00  -7.82085959E+00   6.46390892E-02
     26  -7.91936045E+00  -7.85087313E+00   6.84873173E-02
     27  -7.94823145E+00  -7.87770587E+00   7.05255771E-02
     28  -7.96940265E+00  -7.90529044E+00   6.41122123E-02
     29  -7.99291201E+00  -7.92864342E+00   6.42685921E-02
     30  -8.01332884E+00  -7.95032537E+00   6.30034677E-02
     31  -8.03159321E+00  -7.97263223E+00   5.89609828E-02
     32  -8.04723160E+00  -7.99151891E+00   5.57126863E-02
     33  -8.06630934E+00  -8.00914825E+00   5.71610919E-02
     34  -8.08964431E+00  -8.02745757E+00   6.21867409E-02
# k =   0.750000   0.000000   0.250000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.55503739E+00  -8.15127463E+00   4.03762754E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.60978133E-01   5.39364140E-01  -2.16139925E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -8.52920812E-01  -7.26108570E-01   1.26812242E-01
      2  -1.79131013E+00  -1.33953224E+00   4.51777889E-01
      3  -2.96226826E+00  -1.91776260E+00   1.04450566E+00
      4  -5.16917667E+00  -2.37145797E+00   2.79771870E+00
      5  -5.42941607E+00  -4.33547036E+00   1.09394571E+00
      6  -5.71983565E+00  -4.75438000E+00   9.65455646E-01
      7  -6.06304816E+00  -5.27118788E+00   7.91860273E-01
      8  -6.35526255E+00  -5.73495688E+00   6.20305666E-01
      9  -6.54147973E+00  -5.98718320E+00   5.54296535E-01
     10  -6.75266191E+00  -6.17306920E+00   5.79592708E-01
     11  -6.88372593E+00  -6.36573998E+00   5.17985953E-01
     12  -7.01416612E+00  -6.51427035E+00   4.99895772E-01
     13  -7.10895772E+00  -6.66084737E+00   4.48110355E-01
     14  -7.19229279E+00  -6.78389085E+00   4.08401942E-01
     15  -7.26744162E+00  -6.87220723E+00   3.95234393E-01
     16  -7.35681358E+00  -6.95174967E+00   4.05063914E-01
     17  -7.43047343E+00  -7.02486521E+00   4.05608220E-01
     18  -7.49164610E+00  -7.09637806E+00   3.95268043E-01
     19  -7.55244703E+00  -7.16275369E+00   3.89693334E-01
     20  -7.60625689E+00  -7.21558622E+00   3.90670662E-01
     21  -7.64850137E+00  -7.26337238E+00   3.85128994E-01
     22  -7.69281957E+00  -7.30671225E+00   3.86107315E-01
     23  -7.72971575E+00  -7.34496348E+00   3.84752277E-01
     24  -7.75978402E+00  -7.38037984E+00   3.79404177E-01
     25  -7.79917398E+00  -7.41301130E+00   3.86162685E-01
     26  -7.83001012E+00  -7.44259543E+00   3.87414697E-01
     27  -7.85975321E+00  -7.47198903E+00   3.87764178E-01
     28  -7.87961775E+00  -7.49640893E+00   3.83208826E-01
     29  -7.90161179E+00  -7.51779970E+00   3.83812087E-01
     30  -7.92118732E+00  -7.53809836E+00   3.83088961E-01
     31  -7.93977105E+00  -7.55971396E+00   3.80057085E-01
     32  -7.95477644E+00  -7.57761970E+00   3.77156736E-01
     33  -7.97259252E+00  -7.59404887E+00   3.78543654E-01
     34  -7.99405925E+00  -7.61191049E+00   3.82148762E-01
# k =   0.750000   0.000000   0.500000 spin = 1
# <ib|Sigma_CH[1..Nb]|ib> (eV), partial and symmetrized sum with up to Nb "inner" bands
# Reporting only VBM and CBM, use 'full_ch_conv_log 1' keyword for full report.
# 1/N extrap for CH(vbm) CH(cbm) diff =  -8.33658539E+00  -7.80004207E+00   5.36543321E-01
# Error est. for CH(vbm) CH(cbm) diff =   5.14774287E-01   4.89257382E-01  -2.55169049E-02
#    Nb          CH(vbm)          CH(cbm)             diff
      1  -9.30293390E-01  -6.93517045E-01   2.36776345E-01
      2  -1.81609448E+00  -1.26392070E+00   5.52173773E-01
      3  -2.96220090E+00  -1.87970188E+00   1.08249902E+00
      4  -5.15129416E+00  -2.26742955E+00   2.88386461E+00
      5  -5.40806803E+00  -4.25398164E+00   1.15408638E+00
      6  -5.76644624E+00  -4.81596805E+00   9.50478188E-01
      7  -6.03744061E+00  -5.21086623E+00   8.26574378E-01
      8  -6.29600616E+00  -5.61383210E+00   6.82174058E-01
      9  -6.48272264E+00  -5.86303772E+00   6.19684918E-01
     10  -6.67766755E+00  -6.02804578E+00   6.49621769E-01
     11  -6.79734371E+00  -6.19129023E+00   6.06053482E-01
     12  -6.91655693E+00  -6.32270748E+00   5.93849451E-01
     13  -7.00846555E+00  -6.46787075E+00   5.40594794E-01
     14  -7.08376443E+00  -6.56545912E+00   5.18305312E-01
     15  -7.15277903E+00  -6.64244890E+00   5.10330130E-01
     16  -7.23278704E+00  -6.71327979E+00   5.19507245E-01
     17  -7.30535634E+00  -6.78271056E+00   5.22645779E-01
     18  -7.36078287E+00  -6.84709344E+00   5.13689429E-01
     19  -7.41557369E+00  -6.90530045E+00   5.10273238E-01
     20  -7.46425025E+00  -6.95195187E+00   5.12298376E-01
     21  -7.50294179E+00  -6.99424467E+00   5.08697119E-01
     22  -7.54460327E+00  -7.03401258E+00   5.10590689E-01
     23  -7.57948516E+00  -7.06910643E+00   5.10378731E-01
     24  -7.60670900E+00  -7.10040105E+00   5.06307948E-01
     25  -7.64197857E+00  -7.13020503E+00   5.11773538E-01
     26  -7.67087764E+00  -7.15710639E+00   5.13771253E-01
     27  -7.69714931E+00  -7.18396607E+00   5.13183240E-01
     28  -7.71684289E+00  -7.20690083E+00   5.09942062E-01
     29  -7.73675630E+00  -7.22588215E+00   5.10874152E-01
     30  -7.75532571E+00  -7.24379174E+00   5.11533971E-01
     31  -7.77199424E+00  -7.26343720E+00   5.08557038E-01
